DeliveryID,DriverID,VehicleID,RouteID,StartTime,DistanceKM,EndTime
5635,87.0,4.0,167,2023-06-25 11:59:55,5.9,2023-06-25 12:11:31.835219740
5636,3.0,27.0,168,2024-01-12 16:41:38,17.9,2024-01-12 17:13:42.371916320
5637,53.0,9.0,175,2025-05-01 23:53:32,25.0,2025-05-02 00:23:56.667540980
5638,12.0,37.0,52,2022-09-05 03:01:47,18.9,2022-09-05 03:31:05.528506880
5639,8.0,2.0,88,2023-12-21 16:37:58,10.0,2023-12-21 16:53:19.937138320
5640,,49.0,134,2023-02-08 22:40:24,15.4,2023-02-08 23:10:24.100059600
5641,41.0,19.0,198,2024-11-23 01:27:21,16.7,2024-11-23 01:57:21.047518080
5642,11.0,39.0,176,2024-08-05 10:50:53,10.9,2024-08-05 11:10:11.569229360
5643,26.0,17.0,186,,11.6,2024-10-27 20:53:46.667328520
5644,87.0,17.0,101,2023-05-20 00:18:11,14.5,2023-05-20 00:43:04.501058060
5645,,48.0,131,2025-03-09 09:31:09,5.2,2025-03-09 09:40:17.772740220
5646,5.0,40.0,96,2023-06-24 07:11:36,5.2,2023-06-24 07:20:08.317925519
5647,32.0,50.0,174,2023-04-28 06:46:20,18.8,2023-04-28 07:21:35.973178100
5648,69.0,,146,2022-07-28 08:50:40,11.4,2022-07-28 09:04:40.988744860
5649,15.0,13.0,184,2025-01-05 00:02:38,7.2,
5650,61.0,28.0,92,2023-03-21 17:34:39,11.0,2023-03-21 17:54:39.454303740
5651,52.0,46.0,161,2022-11-20 12:22:31,16.6,2022-11-20 12:49:27.676785940
5652,,50.0,145,2024-10-13 10:30:41,24.5,2024-10-13 11:16:56.745785480
5653,28.0,45.0,32,2024-04-12 23:59:23,14.9,2024-04-13 00:27:07.971695900
5654,19.0,42.0,76,2025-06-20 12:06:43,6.4,2025-06-20 12:16:32.636685580
5655,54.0,14.0,101,2025-03-19 08:59:20,14.5,2025-03-19 09:26:28.512058940
5656,81.0,23.0,130,2025-01-11 14:51:46,17.0,2025-01-11 15:14:43.683858580
5657,15.0,23.0,154,2024-01-25 20:26:21,24.1,2024-01-25 21:04:18.972526740
5658,13.0,10.0,167,2023-09-26 12:58:20,5.9,2023-09-26 13:06:30.581222180
5659,87.0,38.0,191,2023-09-14 14:25:19,13.6,2023-09-14 14:42:59.407152160
5660,82.0,49.0,145,2024-12-01 16:55:59,24.5,2024-12-01 17:42:55.053083540
5661,23.0,17.0,116,2025-06-16 16:49:09,17.7,2025-06-16 17:15:35.157971700
5662,80.0,27.0,100,2024-10-31 10:57:13,9.2,2024-10-31 11:13:17.623741180
5663,62.0,11.0,34,2022-12-01 17:40:34,18.9,2022-12-01 18:08:55.089546040
5664,84.0,19.0,19,2024-11-13 01:43:42,9.1,2024-11-13 01:58:34.872819540
5665,25.0,45.0,62,2023-09-05 20:54:44,5.3,2023-09-05 21:02:34.141863500
5666,32.0,44.0,160,,14.0,2023-10-21 01:46:42.112331960
5667,21.0,44.0,50,2024-05-05 17:36:06,23.7,2024-05-05 18:19:27.080947500
5668,1.0,27.0,86,2022-11-16 23:58:05,23.4,2022-11-17 00:34:13.374240380
5669,28.0,36.0,45,2025-01-30 18:16:00,17.1,2025-01-30 18:48:16.770535440
5670,91.0,16.0,182,2024-01-31 02:42:11,6.3,2024-01-31 02:51:32.043835040
5671,91.0,23.0,122,2022-08-20 07:58:42,19.2,2022-08-20 08:33:27.083890560
5672,100.0,33.0,82,,15.6,2024-05-16 23:26:01.967749500
5673,12.0,22.0,115,2024-12-06 09:11:07,12.9,2024-12-06 09:31:18.143457100
5674,79.0,14.0,88,2023-10-19 09:32:28,10.0,2023-10-19 09:51:34.680626800
5675,20.0,13.0,1,2022-09-16 13:55:21,13.5,2022-09-16 14:17:43.820192580
5676,83.0,22.0,66,,16.0,2025-05-15 21:00:41.260208120
5677,51.0,7.0,168,2023-07-01 15:24:24,17.9,2023-07-01 15:56:22.880668500
5678,26.0,38.0,152,2023-01-03 02:13:30,16.8,2023-01-03 02:40:49.067844240
5679,85.0,1.0,52,2022-10-16 06:13:23,18.9,2022-10-16 06:40:59.928511280
5680,43.0,33.0,2,2022-12-31 17:34:21,15.8,2022-12-31 18:05:19.942074660
5681,50.0,22.0,189,2024-01-18 20:43:50,13.6,2024-01-18 21:00:46.243737980
5682,74.0,23.0,155,2023-04-13 08:23:32,13.8,2023-04-13 08:49:58.107693380
5683,28.0,15.0,194,2025-01-31 10:09:15,12.3,2025-01-31 10:28:59.574400860
5684,26.0,44.0,87,2025-03-26 13:05:28,9.8,2025-03-26 13:23:05.807805580
5685,77.0,15.0,161,2023-02-26 19:11:43,16.6,2023-02-26 19:36:04.436013040
5686,25.0,31.0,162,2023-10-04 08:42:39,23.5,2023-10-04 09:18:04.388568840
5687,31.0,28.0,190,2023-08-24 08:17:35,22.7,2023-08-24 08:48:17.242230080
5688,84.0,3.0,32,,14.9,2023-11-29 22:31:53.344514180
5689,79.0,42.0,3,2023-09-05 01:36:58,24.7,2023-09-05 02:07:27.735353020
5690,18.0,25.0,55,2024-11-13 12:04:38,14.3,2024-11-13 12:26:13.120182620
5691,40.0,33.0,27,2023-03-01 13:28:11,21.4,2023-03-01 13:59:35.604749120
5692,87.0,33.0,8,2023-10-03 20:41:02,6.6,2023-10-03 20:53:14.782785080
5693,67.0,23.0,20,2023-01-29 06:07:03,5.7,2023-01-29 06:16:10.634888280
5694,63.0,28.0,180,2023-05-12 08:28:32,12.0,2023-05-12 08:44:33.403988840
5695,11.0,,17,2022-11-30 03:56:15,5.6,2022-11-30 04:05:15.022631520
5696,27.0,37.0,109,2023-06-21 07:27:33,18.5,2023-06-21 07:53:14.582621760
5697,37.0,5.0,33,2025-06-14 17:58:01,18.4,2025-06-14 18:20:20.914311820
5698,12.0,43.0,55,2022-08-15 05:38:13,14.3,2022-08-15 06:01:36.375712480
5699,97.0,11.0,73,2025-02-15 10:03:06,21.8,2025-02-15 10:35:32.730639420
5700,28.0,12.0,98,2022-08-24 18:59:14,20.7,
5701,6.0,21.0,108,2025-06-11 19:17:58,16.3,2025-06-11 19:39:46.359056080
5702,70.0,18.0,199,2024-06-17 18:16:34,21.9,2024-06-17 18:50:47.722640980
5703,44.0,14.0,144,2023-10-11 01:49:56,13.8,2023-10-11 02:16:05.636834900
5704,85.0,33.0,91,2023-01-17 03:14:16,9.9,2023-01-17 03:32:09.063037120
5705,89.0,21.0,79,2025-01-18 16:22:03,23.7,2025-01-18 16:50:34.667028960
5706,47.0,26.0,64,2022-09-17 18:41:05,8.0,2022-09-17 18:55:21.761657300
5707,36.0,25.0,88,2023-05-25 14:50:30,10.0,2023-05-25 15:03:04.906598160
5708,82.0,40.0,101,2024-01-18 22:56:34,14.5,2024-01-18 23:20:19.408956400
5709,44.0,25.0,113,2025-03-28 19:17:30,7.0,
5710,69.0,35.0,168,2024-05-03 17:10:15,17.9,2024-05-03 17:38:13.268091540
5711,23.0,50.0,186,2024-01-22 07:56:21,11.6,2024-01-22 08:13:45.944048820
5712,23.0,20.0,83,2025-04-29 19:47:57,24.5,2025-04-29 20:35:45.820348980
5713,87.0,2.0,23,2023-12-20 17:36:54,9.7,2023-12-20 17:48:46.026313800
5714,35.0,41.0,103,2022-08-10 01:03:21,16.3,2022-08-10 01:24:17.514612600
5715,93.0,12.0,95,2023-06-04 17:38:59,16.1,2023-06-04 18:09:30.789703160
5716,69.0,32.0,94,2023-12-28 02:57:45,6.9,2023-12-28 03:10:55.321862880
5717,61.0,43.0,7,2025-01-08 18:40:04,14.0,2025-01-08 19:01:02.476053700
5718,,33.0,187,2024-05-03 14:33:20,9.6,2024-05-03 14:49:00.122769800
5719,38.0,48.0,109,2023-05-06 03:56:25,18.5,2023-05-06 04:21:02.983598260
5720,52.0,31.0,59,,20.2,2025-06-08 06:03:47.797345360
5721,2.0,33.0,114,2024-08-24 06:03:40,11.8,2024-08-24 06:22:15.277676920
5722,19.0,20.0,3,2024-12-10 19:02:59,24.7,2024-12-10 19:43:46.183011380
5723,63.0,,112,2025-02-17 00:47:09,15.0,2025-02-17 01:06:34.003220880
5724,67.0,37.0,30,2023-10-11 22:25:40,6.2,2023-10-11 22:36:09.371179360
5725,94.0,,138,2024-01-13 08:52:31,11.0,2024-01-13 09:11:50.395665100
5726,97.0,40.0,98,2023-12-05 17:55:04,20.7,2023-12-05 18:24:47.231864140
5727,23.0,14.0,13,2023-03-11 22:21:52,14.3,2023-03-11 22:49:16.715473600
5728,26.0,,167,2022-10-03 06:25:33,5.9,2022-10-03 06:33:35.545855200
5729,30.0,12.0,77,2024-06-30 01:07:39,9.4,2024-06-30 01:25:40.698429540
5730,19.0,26.0,192,2024-03-08 02:02:58,9.1,2024-03-08 02:19:00.420742660
5731,39.0,34.0,25,2024-09-06 07:23:38,21.3,2024-09-06 08:03:21.061881980
5732,90.0,6.0,169,2023-02-16 22:45:16,7.1,2023-02-16 22:57:45.449080780
5733,96.0,46.0,168,2023-11-28 02:43:04,17.9,2023-11-28 03:10:40.901291260
5734,28.0,13.0,62,2024-04-04 20:41:17,5.3,2024-04-04 20:49:02.952292880
5735,73.0,22.0,40,2025-07-03 22:40:14,7.7,2025-07-03 22:53:59.713403960
5736,61.0,,162,2025-02-15 03:53:43,23.5,2025-02-15 04:27:31.328848840
5737,48.0,19.0,79,2025-04-08 17:41:22,23.7,
5738,95.0,37.0,3,2024-11-11 18:14:29,24.7,2024-11-11 18:49:00.251248940
5739,79.0,23.0,180,2024-10-05 03:18:49,12.0,2024-10-05 03:40:28.014821020
5740,96.0,50.0,46,2024-06-09 23:39:50,21.1,2024-06-10 00:18:32.574201380
5741,,32.0,86,2022-08-20 21:33:40,23.4,2022-08-20 22:06:55.485525040
5742,86.0,44.0,98,,20.7,2023-05-04 18:35:21.224368400
5743,11.0,11.0,69,2025-05-20 02:30:32,19.7,2025-05-20 03:02:49.854512360
5744,97.0,4.0,41,2024-03-28 20:05:35,9.1,2024-03-28 20:18:24.627756020
5745,88.0,12.0,60,2022-09-23 12:38:35,12.4,
5746,40.0,39.0,157,2025-04-05 08:48:31,15.0,
5747,51.0,30.0,136,2022-09-26 22:40:51,10.4,2022-09-26 22:54:20.140930500
5748,70.0,10.0,98,2022-08-09 04:35:49,20.7,2022-08-09 05:03:13.241327440
5749,80.0,24.0,4,2022-12-04 07:06:09,10.7,2022-12-04 07:21:08.082486900
5750,30.0,23.0,25,2024-07-03 04:01:30,21.3,2024-07-03 04:29:55.266758040
5751,30.0,1.0,178,2024-09-02 19:23:31,12.0,2024-09-02 19:47:16.221370120
5752,78.0,48.0,151,2023-11-09 22:53:11,12.3,2023-11-09 23:14:25.301957660
5753,54.0,4.0,153,2024-10-01 09:17:00,18.6,2024-10-01 09:41:59.242180140
5754,7.0,28.0,98,2023-03-22 09:25:38,20.7,2023-03-22 09:57:29.590162760
5755,67.0,44.0,70,2024-01-19 16:57:01,7.8,
5756,95.0,45.0,98,2025-01-25 22:07:06,20.7,2025-01-25 22:43:16.548661320
5757,10.0,3.0,149,2023-10-05 22:16:04,14.8,2023-10-05 22:44:05.713182040
5758,97.0,48.0,108,2022-12-04 14:55:51,16.3,2022-12-04 15:20:38.206738740
5759,61.0,2.0,94,,6.9,2025-01-13 20:25:45.830860240
5760,37.0,41.0,123,2024-03-31 16:51:49,19.8,2024-03-31 17:21:53.302206220
5761,15.0,6.0,56,2024-07-19 22:42:48,11.2,2024-07-19 23:00:15.903136320
5762,50.0,,3,2025-04-06 08:53:21,24.7,2025-04-06 09:23:41.905752840
5763,4.0,17.0,79,2024-12-27 17:26:05,23.7,2024-12-27 18:05:45.547134320
5764,42.0,,149,2024-05-31 04:31:21,14.8,2024-05-31 05:00:22.927770959
5765,68.0,44.0,177,2024-12-05 20:02:59,21.6,2024-12-05 20:42:28.422386120
5766,10.0,23.0,46,2023-05-28 13:51:27,21.1,2023-05-28 14:31:18.637474800
5767,22.0,40.0,126,2025-02-15 04:02:14,7.7,2025-02-15 04:12:53.088637160
5768,31.0,21.0,119,2024-06-25 00:35:48,18.2,2024-06-25 01:06:28.832495700
5769,100.0,44.0,78,2023-08-30 22:42:28,6.2,2023-08-30 22:54:20.147994640
5770,76.0,31.0,68,2024-12-05 20:07:19,19.8,2024-12-05 20:32:09.803432440
5771,73.0,12.0,31,2023-10-31 07:58:21,17.5,2023-10-31 08:31:37.893684000
5772,28.0,29.0,46,2025-03-14 04:58:11,21.1,2025-03-14 05:24:35.526327560
5773,98.0,42.0,172,2024-12-29 17:17:44,9.4,2024-12-29 17:36:24.360471740
5774,69.0,13.0,45,2023-01-24 23:21:06,17.1,
5775,94.0,26.0,177,2023-05-14 21:12:50,21.6,2023-05-14 21:45:06.707721439
5776,80.0,33.0,4,2023-12-04 06:49:01,10.7,2023-12-04 07:02:19.467228340
5777,19.0,34.0,125,2023-04-05 06:40:54,13.9,2023-04-05 06:58:12.678873360
5778,78.0,20.0,185,2022-12-27 18:30:24,15.3,2022-12-27 18:59:21.799100460
5779,,47.0,56,2024-07-09 12:37:46,11.2,2024-07-09 12:51:46.595118700
5780,24.0,10.0,166,2022-10-18 08:58:48,12.1,2022-10-18 09:20:59.554586220
5781,,1.0,6,2024-09-01 05:59:25,24.3,2024-09-01 06:46:12.386109220
5782,11.0,29.0,82,2024-06-25 15:51:07,15.6,2024-06-25 16:21:30.365329240
5783,77.0,22.0,152,2024-12-06 19:14:46,16.8,2024-12-06 19:46:32.364885760
5784,74.0,50.0,180,2024-10-29 19:29:04,12.0,2024-10-29 19:52:38.174636920
5785,93.0,1.0,39,2022-08-14 03:52:25,24.4,2022-08-14 04:22:42.460499860
5786,91.0,44.0,111,2024-12-16 18:20:24,20.8,2024-12-16 19:01:56.613974699
5787,54.0,8.0,73,2025-06-24 18:00:17,21.8,2025-06-24 18:26:48.039317780
5788,59.0,9.0,165,2023-08-12 19:27:37,20.4,2023-08-12 19:54:48.850706140
5789,65.0,23.0,98,2023-08-28 09:32:44,20.7,2023-08-28 09:58:54.830223260
5790,32.0,20.0,162,2023-11-08 03:32:04,23.5,2023-11-08 04:14:15.226693600
5791,18.0,34.0,127,2023-08-10 23:32:44,14.0,2023-08-10 23:50:30.483157040
5792,4.0,16.0,40,2023-09-27 11:07:40,7.7,2023-09-27 11:18:42.576604720
5793,80.0,22.0,168,2025-05-15 16:11:42,17.9,2025-05-15 16:42:19.035302520
5794,82.0,46.0,37,2025-02-23 05:00:40,22.2,2025-02-23 05:36:09.086676760
5795,85.0,23.0,126,2024-12-19 02:29:53,7.7,2024-12-19 02:39:57.748944620
5796,,1.0,50,2024-08-10 07:04:00,23.7,2024-08-10 07:42:19.698676680
5797,47.0,14.0,11,2025-02-02 17:30:25,15.6,2025-02-02 17:53:23.288205040
5798,54.0,49.0,59,2023-10-17 22:23:17,20.2,2023-10-17 22:56:59.526661760
5799,,23.0,154,,24.1,2024-09-15 02:41:54.132093360
5800,,38.0,188,2024-12-06 17:21:48,8.7,2024-12-06 17:39:07.618194840
5801,7.0,40.0,8,2022-07-15 11:22:27,6.6,2022-07-15 11:34:55.762257480
5802,65.0,50.0,28,2024-03-22 04:53:56,22.5,2024-03-22 05:20:59.960761580
5803,97.0,8.0,60,2024-05-11 23:15:10,12.4,2024-05-11 23:31:47.562257260
5804,97.0,,89,2025-01-28 09:17:09,20.9,2025-01-28 09:57:29.859593820
5805,19.0,40.0,10,2022-07-24 02:41:32,8.6,2022-07-24 02:55:33.888022099
5806,7.0,2.0,63,2025-06-02 22:56:41,16.6,2025-06-02 23:26:41.344270820
5807,45.0,48.0,189,2025-05-20 19:03:18,13.6,2025-05-20 19:25:05.889144960
5808,78.0,13.0,75,2024-08-06 03:36:53,7.7,2024-08-06 03:50:57.818462660
5809,38.0,27.0,154,2023-05-23 05:31:06,24.1,2023-05-23 06:02:34.792361640
5810,7.0,46.0,151,2024-07-04 06:13:12,12.3,2024-07-04 06:35:13.257221940
5811,46.0,7.0,191,2025-02-23 00:56:36,13.6,2025-02-23 01:22:22.879426620
5812,67.0,3.0,147,2024-02-09 12:19:38,14.6,2024-02-09 12:40:15.366851180
5813,75.0,21.0,146,2022-12-06 08:29:59,11.4,
5814,8.0,8.0,178,2023-06-04 05:38:53,12.0,2023-06-04 05:58:57.175116500
5815,90.0,1.0,147,2024-04-17 18:28:59,14.6,2024-04-17 18:56:38.664190400
5816,3.0,17.0,15,2025-05-02 12:53:54,10.0,2025-05-02 13:13:09.741344400
5817,93.0,26.0,16,2023-07-07 09:15:03,10.5,2023-07-07 09:32:08.350517880
5818,12.0,29.0,148,2024-11-03 15:36:38,24.4,2024-11-03 16:18:45.526055420
5819,82.0,8.0,147,2025-04-30 05:04:49,14.6,2025-04-30 05:32:31.935737020
5820,43.0,38.0,199,2023-10-08 06:17:13,21.9,2023-10-08 06:47:32.939650540
5821,7.0,43.0,147,2024-04-07 14:18:49,14.6,2024-04-07 14:45:58.510224340
5822,94.0,8.0,88,2024-11-08 06:10:24,10.0,2024-11-08 06:24:29.690090040
5823,48.0,8.0,31,2024-04-16 16:01:06,17.5,2024-04-16 16:30:14.043356039
5824,80.0,25.0,180,2023-02-14 16:58:11,12.0,
5825,45.0,42.0,176,2022-11-08 13:32:37,10.9,
5826,25.0,,8,2024-11-03 19:56:56,6.6,2024-11-03 20:05:20.792399300
5827,4.0,45.0,50,2023-02-26 19:02:51,23.7,2023-02-26 19:48:16.473224040
5828,4.0,27.0,189,2023-10-28 09:51:43,13.6,2023-10-28 10:14:24.067937260
5829,50.0,22.0,88,2022-08-01 20:45:27,10.0,2022-08-01 20:58:01.152412860
5830,58.0,,136,2025-02-17 21:57:07,10.4,2025-02-17 22:09:41.055829420
5831,65.0,49.0,13,2024-12-27 23:14:39,14.3,2024-12-27 23:34:47.944541880
5832,67.0,47.0,147,2024-07-07 05:03:55,14.6,2024-07-07 05:22:50.498289280
5833,28.0,38.0,178,2023-11-20 07:25:20,12.0,2023-11-20 07:45:45.978390800
5834,75.0,49.0,151,,12.3,2025-02-28 15:34:48.900936560
5835,37.0,24.0,185,2022-07-15 18:02:36,15.3,2022-07-15 18:31:15.143017080
5836,2.0,33.0,106,2023-06-13 08:30:18,20.0,2023-06-13 09:02:30.826874220
5837,73.0,35.0,97,2024-02-10 06:03:48,15.0,2024-02-10 06:24:50.247071220
5838,61.0,40.0,158,2023-12-12 14:25:55,9.8,2023-12-12 14:38:04.252941580
5839,81.0,29.0,157,2023-12-05 22:22:11,15.0,2023-12-05 22:40:18.563419460
5840,96.0,8.0,61,2024-01-19 12:42:18,16.3,2024-01-19 13:13:55.928948880
5841,51.0,11.0,35,2024-06-01 06:40:44,11.0,2024-06-01 06:55:12.302604020
5842,31.0,16.0,137,2024-06-11 02:55:25,8.3,2024-06-11 03:08:41.479185520
5843,85.0,33.0,200,2022-08-11 04:46:05,21.3,2022-08-11 05:25:11.186123000
5844,81.0,11.0,112,,15.0,2024-08-17 05:08:41.615806620
5845,81.0,29.0,25,2025-01-24 14:04:24,21.3,2025-01-24 14:33:23.813688900
5846,43.0,49.0,121,2025-03-26 16:55:47,6.6,2025-03-26 17:04:55.676218460
5847,91.0,45.0,106,,20.0,2022-12-15 13:57:35.559609040
5848,28.0,24.0,64,2023-03-05 03:40:13,8.0,2023-03-05 03:50:50.029483600
5849,39.0,2.0,115,2023-05-30 11:08:37,12.9,2023-05-30 11:28:47.508258640
5850,65.0,5.0,110,2025-06-25 07:32:12,12.7,2025-06-25 07:53:54.047831460
5851,16.0,24.0,37,2023-07-25 16:28:43,22.2,2023-07-25 17:07:53.991545740
5852,,44.0,38,2023-12-07 17:34:01,23.3,2023-12-07 18:08:04.538902900
5853,79.0,47.0,8,2024-07-13 05:19:12,6.6,2024-07-13 05:30:24.823424520
5854,68.0,7.0,75,2025-01-02 19:12:01,7.7,2025-01-02 19:21:16.275464620
5855,36.0,31.0,168,2024-02-12 02:29:39,17.9,2024-02-12 03:03:51.004296480
5856,30.0,30.0,23,2024-02-21 11:15:59,9.7,2024-02-21 11:34:22.356609260
5857,93.0,6.0,173,2025-07-07 06:34:00,14.3,2025-07-07 06:57:23.060350680
5858,23.0,5.0,129,2024-04-13 15:55:03,12.1,2024-04-13 16:11:55.549487340
5859,63.0,15.0,177,2023-07-21 03:31:10,21.6,2023-07-21 04:13:53.205497500
5860,,27.0,9,2023-10-25 01:53:32,7.7,2023-10-25 02:07:46.013135480
5861,47.0,35.0,40,2024-04-18 13:12:56,7.7,2024-04-18 13:22:16.666212920
5862,11.0,9.0,156,2023-09-09 08:41:14,21.4,2023-09-09 09:14:57.215429720
5863,19.0,23.0,97,2023-03-15 10:56:05,15.0,2023-03-15 11:15:18.496327340
5864,62.0,17.0,96,2024-09-30 02:28:00,5.2,2024-09-30 02:34:47.407325880
5865,72.0,23.0,136,2022-10-18 11:20:05,10.4,2022-10-18 11:32:34.453135340
5866,43.0,46.0,37,2024-10-22 09:24:18,22.2,2024-10-22 10:03:09.226585200
5867,75.0,39.0,199,2024-02-08 23:49:45,21.9,2024-02-09 00:20:27.249511200
5868,,47.0,18,2023-04-04 09:55:16,17.3,2023-04-04 10:20:14.741373040
5869,25.0,29.0,112,2024-10-12 23:27:48,15.0,2024-10-12 23:46:21.864278820
5870,89.0,39.0,196,2025-04-25 15:47:43,15.6,2025-04-25 16:06:32.148853480
5871,78.0,45.0,77,2023-02-01 14:21:38,9.4,
5872,31.0,46.0,75,2024-05-21 10:01:07,7.7,2024-05-21 10:14:25.856985820
5873,13.0,11.0,80,2022-09-16 09:16:33,14.8,2022-09-16 09:38:50.199053760
5874,65.0,50.0,44,2024-04-07 09:37:07,10.4,2024-04-07 09:50:10.693227220
5875,30.0,13.0,78,2023-04-10 03:20:23,6.2,2023-04-10 03:31:40.280488640
5876,73.0,12.0,144,2024-07-23 07:48:19,13.8,2024-07-23 08:15:06.217957840
5877,29.0,2.0,180,2025-06-17 05:04:25,12.0,2025-06-17 05:23:52.800409420
5878,95.0,42.0,181,2024-10-29 01:04:06,19.4,2024-10-29 01:29:32.187633540
5879,18.0,,18,2023-05-20 23:01:39,17.3,2023-05-20 23:31:26.463389040
5880,3.0,48.0,168,,17.9,2023-03-06 21:37:09.247610580
5881,35.0,,189,2023-12-29 16:30:00,13.6,2023-12-29 16:48:07.256781900
5882,66.0,14.0,25,,21.3,2025-02-25 18:22:06.876953840
5883,4.0,22.0,35,2025-03-07 16:29:15,11.0,
5884,41.0,21.0,71,2023-12-17 18:36:36,8.7,2023-12-17 18:53:30.857440440
5885,79.0,45.0,27,2023-01-09 11:11:55,21.4,2023-01-09 11:51:26.672164360
5886,81.0,49.0,138,2023-05-26 18:17:23,11.0,
5887,90.0,37.0,75,2023-03-23 03:12:15,7.7,2023-03-23 03:27:25.618340760
5888,95.0,36.0,148,2023-06-13 12:12:45,24.4,2023-06-13 12:49:24.859120320
5889,30.0,25.0,161,2022-10-04 13:27:13,16.6,2022-10-04 13:54:41.079753220
5890,87.0,43.0,80,2024-01-02 22:32:30,14.8,2024-01-02 22:56:56.274722340
5891,94.0,49.0,139,2025-05-31 03:33:54,10.0,2025-05-31 03:51:05.801314620
5892,11.0,3.0,197,2023-06-02 09:50:26,16.9,2023-06-02 10:14:00.431495180
5893,33.0,2.0,67,2022-12-29 00:34:54,10.1,2022-12-29 00:54:28.210488720
5894,38.0,27.0,187,,9.6,2025-06-11 09:18:11.624061139
5895,5.0,33.0,194,2024-12-25 10:34:34,12.3,2024-12-25 10:55:52.122042220
5896,59.0,18.0,181,2023-04-13 16:44:43,19.4,2023-04-13 17:19:52.876494460
5897,99.0,48.0,166,2022-10-29 05:41:35,12.1,2022-10-29 06:04:38.181845600
5898,51.0,11.0,138,2024-05-26 12:26:17,11.0,2024-05-26 12:43:30.262260260
5899,65.0,7.0,6,2025-03-06 06:35:20,24.3,2025-03-06 07:18:19.708919360
5900,68.0,37.0,95,2024-01-10 14:34:04,16.1,2024-01-10 14:54:29.187891220
5901,58.0,50.0,162,2022-10-24 22:31:49,23.5,2022-10-24 23:14:38.606322520
5902,48.0,36.0,49,2024-06-21 20:38:45,24.1,2024-06-21 21:22:14.344016520
5903,,27.0,32,2024-01-23 08:00:07,14.9,2024-01-23 08:22:53.464504120
5904,37.0,22.0,29,2024-11-21 15:32:02,9.4,
5905,7.0,,122,2023-08-15 07:36:48,19.2,2023-08-15 08:05:40.792246980
5906,60.0,40.0,193,2024-10-27 03:24:01,16.5,2024-10-27 03:45:00.728591140
5907,59.0,6.0,161,2024-08-11 18:42:14,16.6,2024-08-11 19:10:37.403533940
5908,10.0,,17,2025-06-10 06:18:37,5.6,2025-06-10 06:29:25.623061780
5909,33.0,7.0,98,2023-03-21 19:19:31,20.7,2023-03-21 19:55:22.865564140
5910,51.0,6.0,49,2023-08-23 09:18:57,24.1,2023-08-23 09:59:03.746261220
5911,78.0,1.0,144,2023-11-22 20:18:51,13.8,2023-11-22 20:46:20.842409400
5912,36.0,39.0,135,2022-08-28 13:44:37,8.4,2022-08-28 13:58:20.269134400
5913,38.0,46.0,13,2022-12-18 21:48:12,14.3,2022-12-18 22:09:18.978476460
5914,55.0,38.0,132,2024-12-19 07:30:22,20.6,2024-12-19 08:06:41.969159740
5915,30.0,42.0,63,2023-02-19 11:54:04,16.6,2023-02-19 12:20:54.673515580
5916,26.0,50.0,197,2022-09-14 06:42:04,16.9,2022-09-14 07:15:29.358964900
5917,95.0,48.0,124,2023-12-25 06:10:25,7.1,2023-12-25 06:24:02.223095620
5918,42.0,44.0,73,2023-07-15 04:04:37,21.8,2023-07-15 04:47:17.375122240
5919,47.0,29.0,76,2023-10-07 12:17:54,6.4,2023-10-07 12:25:35.113950780
5920,19.0,11.0,78,2022-08-22 18:31:01,6.2,2022-08-22 18:40:06.861252280
5921,77.0,28.0,15,2023-11-15 14:12:45,10.0,2023-11-15 14:29:46.065853380
5922,87.0,40.0,133,2025-01-03 18:34:51,23.1,2025-01-03 19:08:16.063662060
5923,83.0,15.0,42,2024-10-13 10:57:59,23.4,2024-10-13 11:38:21.117608960
5924,80.0,30.0,18,2022-08-18 03:17:46,17.3,2022-08-18 03:48:25.295846020
5925,25.0,,72,2023-11-23 06:37:00,24.1,
5926,90.0,12.0,136,2024-05-08 20:00:37,10.4,2024-05-08 20:16:54.563875720
5927,85.0,28.0,68,2024-05-31 12:20:09,19.8,2024-05-31 12:54:56.793808140
5928,18.0,31.0,115,2022-11-24 09:35:31,12.9,2022-11-24 09:59:03.009073960
5929,9.0,30.0,154,2022-08-30 07:27:30,24.1,2022-08-30 08:09:50.435494860
5930,88.0,39.0,75,2023-10-14 03:10:00,7.7,2023-10-14 03:24:14.516411880
5931,17.0,16.0,70,2022-12-18 08:52:24,7.8,2022-12-18 09:07:40.251110400
5932,94.0,30.0,161,2024-08-06 06:18:59,16.6,2024-08-06 06:40:15.881008580
5933,4.0,4.0,22,2024-01-24 02:23:50,19.8,2024-01-24 03:01:57.061060220
5934,55.0,33.0,69,2025-06-13 23:59:09,19.7,2025-06-14 00:27:06.039373380
5935,54.0,33.0,129,2022-09-24 01:19:34,12.1,2022-09-24 01:39:32.637172300
5936,28.0,28.0,86,2024-12-29 19:14:16,23.4,2024-12-29 19:59:59.271656080
5937,40.0,21.0,35,2023-09-19 15:09:49,11.0,
5938,9.0,15.0,184,2025-01-12 04:49:34,7.2,2025-01-12 04:58:41.489317300
5939,36.0,26.0,126,2025-01-30 22:17:51,7.7,2025-01-30 22:30:09.914432880
5940,8.0,14.0,67,2023-01-06 00:16:36,10.1,2023-01-06 00:35:56.780017560
5941,62.0,15.0,131,2023-12-02 01:06:15,5.2,2023-12-02 01:14:12.258790500
5942,86.0,2.0,199,2023-06-20 19:04:27,21.9,2023-06-20 19:45:35.173379820
